File Name,Total Faces,Curved Faces,Total Edges,Vertices,Bounding Box Volume,Mean Curvature,Curvature Std Dev,Volume,Hole Count,size,Criteria Met
00001478.step,214,140,1042,2084,161209.94827786955,-0.1965491516333031,0.2196348410125654,25986.695534187977,74,2199.1513671875,4
00001479.step,82,40,400,800,14098.629300649794,-0.0915228683951673,0.109355804425873,8053.349341681632,18,2538.958984375,9
00001480.step,66,28,344,688,6454.561249640601,-0.5037878787878788,0.6923792754446059,5691.162977292281,20,142.142578125,7
00001481.step,178,124,856,1712,68905.53655505196,-0.6974685078066388,0.6748417582961795,22844.189728746827,70,643.5986328125,4
00001482.step,148,94,744,1488,68905.53667817722,-0.5742085071771894,0.6376766258408701,22855.88266336249,59,468.5341796875,5
00001483.step,102,36,552,1104,16181.062149220954,-0.0238814023727235,0.0757078193771424,7910.975799783073,21,292.3037109375,9
00001484.step,52,12,264,528,9334.500282800003,-0.0228026642288102,0.0471571617963631,2516.435935976725,12,113.822265625,9
00001485.step,26,2,148,296,384.0000400001708,-0.0240384615384615,0.0832716734408113,223.8835726439162,2,455.513671875,8
00001486.step,195,134,1001,2002,3801.558551001313,-0.6886987250835985,0.5748651635948928,1300.4835529067002,86,493.5576171875,4
00001487.step,106,42,556,1112,19160.724387301543,-0.1190286269526294,0.199901871010539,5539.1549797702455,16,458.0390625,9
00001488.step,18,6,92,184,5429.839925202431,-0.1308641975308641,0.2331640495726297,902.7264135480078,6,166.6865234375,7
00001489.step,54,17,278,556,2125500.523665937,0.0007884386706134,0.0068164476948127,981167.7389775284,1,233.0478515625,6
00001490.step,4,2,12,24,2053.5001128500016,-0.0968468468468468,0.1383073614220183,1570.4036277131977,2,8.5087890625,5
00001491.step,9,4,40,80,4840.000184800002,-0.067703112771574,0.1085583975337578,2037.7347887868648,3,18.9189453125,5
00001492.step,45,15,258,516,2657.304244915985,-0.1572174738841405,0.2444058980529686,902.988425082464,15,297.716796875,7
00001493.step,243,108,1450,2900,87691.03354129102,-0.3338398227287116,0.3906721934639491,25193.36147098332,108,726.4033203125,3
00001494.step,6,0,24,48,62500.00112500006,0.0,0.0,62500.00000000007,0,13.119140625,2
00001495.step,6,0,24,48,4000.000159999993,0.0,0.0,3999.999999999991,0,13.1494140625,2
00001496.step,25,4,142,284,17030.700506554014,-0.0507734502072288,0.1266303952927124,3899.8452223188096,4,56.732421875,8
00001497.step,17,5,92,184,1296.0001072800071,-0.0751193272278252,0.1439808466498061,657.3164179159027,5,37.7978515625,8
00001498.step,34,14,185,370,56378.37773804704,-0.0595965309200603,0.0754974471514656,25077.59564323553,13,178.216796875,9
00001499.step,22,8,110,220,21565.040484996032,-0.0685091619681193,0.1111429617712245,3060.050371639344,6,82.291015625,9
00001500.step,42,23,244,488,71621.6610390493,-0.0716302294889108,0.0754544939096665,8695.574034481444,21,106.486328125,9
00001501.step,238,67,1348,2696,614243.8021700043,-0.0605718292307732,0.1208455019380684,134665.68117008937,44,695.0341796875,5
00001502.step,6,0,24,48,2916.0001296000028,0.0,0.0,2916.0000000000005,0,24.701171875,2
00001503.step,8,2,36,72,2112.000239200003,-0.0714285714285714,0.1237179148263483,2073.5154899935246,2,17.7041015625,5
00001504.step,4,2,12,24,16000.000480465664,-0.03125,0.0409839907768875,11780.972450952451,2,26.3203125,5
00001505.step,13,10,80,160,288300.0055490001,-0.0407720489111416,0.0395053043004445,80087.57432037553,9,29.08984375,7
00001506.step,9,1,42,84,2794375.318795638,-0.0007407407407407,0.0020951312035156,1212208.5433362145,1,19.970703125,3
00001507.step,12,7,54,108,2037284.8282244687,-0.0438572995518565,0.0581369417089539,304079.56359741045,1,323.1171875,6
00001508.step,3,1,6,12,65772.93099118766,-0.0080226461715783,0.0113457350219666,51657.93843325556,1,6.216796875,4
00001509.step,3,1,6,12,74287.25741021645,-0.0145815106445027,0.0206213701133434,58345.074430819644,1,1148.7099609375,4
00001510.step,3,1,6,12,74287.25741021644,-0.0145815106445027,0.0206213701133434,58345.074430819644,1,1148.7099609375,4
00001511.step,37,24,164,328,153782.35552907418,-0.0453708019395881,0.0643840082012531,45126.58538982533,9,319.5966796875,9
00001512.step,17,10,86,172,153782.35552902872,-0.0491657770047593,0.0618196375970705,48090.05476759122,9,282.4580078125,8
00001513.step,70,0,408,816,40000000.10604654,0.0,0.0,10470061.492904937,0,4178.8984375,4
00001514.step,12,8,58,116,204.83833870964543,-0.48523575674102,0.5859206034731858,144.73221905363735,7,2358.1640625,6
00001515.step,6,0,24,48,1641.170327751613,0.0,0.0,1307.4173043632402,0,2246.587890625,2
00001516.step,18,13,76,152,17818.956534995345,-0.3245116052055055,0.2444097953050634,3060.532454011652,9,532.1025390625,6
00001517.step,63,31,274,548,110449.42102401036,-0.2057282252189077,0.3256798045310182,52295.81326576742,22,122.5126953125,7
00001518.step,5,3,14,28,3072.575274698987,-0.3239494050561315,0.269058443979399,2413.0770611433163,1,3079.30859375,3
00001519.step,8,2,36,72,3265876308.3127728,-0.0002484289824348,0.0004462573845836,2982367467.5590005,2,17.9462890625,4
00001520.step,10,4,40,80,817649017.3630345,-0.0104986876640419,0.0128582138728775,817062110.6143099,4,20.576171875,5
00001521.step,231,184,1138,2276,1139693230.0737684,-0.2018496523339128,0.2328138584189853,934055383.812548,62,4612.7548828125,3
00001522.step,32,24,140,280,368438.8816802876,-0.0936253325728977,0.079680186023521,44032.78057570001,14,128.9267578125,8
00001523.step,32,32,140,280,312073.1541052307,-0.0776282643797602,0.0953335508739712,44038.40473790938,0,588.40234375,7
00001524.step,26,12,144,288,168121.73082810812,-0.0280906593406593,0.0332834281177291,11339.423460116555,12,413.3544921875,9
00001525.step,54,24,552,1104,131096.51354838445,-0.0265848997045071,0.0427626943717773,26630.177825490773,24,184.880859375,9
00001526.step,1061,28,7942,15884,98410935.8206683,-0.0002648527459301,0.0034181053095404,4776193.714523021,28,3009.140625,5
00001527.step,47,38,230,460,428105.3981503988,-0.3853529915103798,0.2854139137887588,37943.99504631266,4,1173.908203125,5
00001528.step,6,0,24,48,302.93378129622573,0.0,0.0,89.09999999999994,0,455.6689453125,2
00001529.step,6,4,24,48,221.8966791343819,-0.2085690341504295,0.2124366865583385,41.43871603928263,4,437.744140625,3
00001530.step,70,36,376,752,133908.31371798762,-0.3950450754516851,0.4673040170117163,20616.66953839933,28,1158.05078125,7
00001531.step,66,10,348,696,2702.65716976482,-0.0431545298612194,0.1217511832384747,2048.493374901914,10,537.482421875,9
00001532.step,36,16,192,384,227654.0928761311,-0.0365413105266374,0.0527861916904872,135789.23384142213,9,81.6533203125,8
00001533.step,3,1,6,12,196644.77122580004,-0.0131233595800524,0.0185592331020091,154444.4396289173,1,6.1923828125,4
00001534.step,4,2,12,24,76814.36366935249,-0.0177165354330708,0.0179339243683942,21718.74932281649,2,8.4921875,5
00001535.step,5,3,18,36,15490.933097779563,-0.0765926986399427,0.1201980286244945,5693.608970356694,3,22.2958984375,5
00001536.step,10,0,48,96,284479431.30425763,0.0,0.0,30896272.88475003,0,22.080078125,2
00001537.step,20,2,108,216,9426658.604677344,-0.0031496062992125,0.0094488188976377,4777024.034539909,2,45.02734375,7
00001538.step,4,2,12,24,4608.862088709006,-0.0164041994750656,0.017047744168985,2010.9953076681943,2,8.498046875,5
00001539.step,12,6,60,120,10667978.781709552,-0.0382764654418197,0.0476820414623614,10585326.756854838,6,26.92578125,7
00001540.step,15,5,54,108,11620476.792153165,-0.0306211723534558,0.0458796521509252,7416239.76863174,5,27.6845703125,7
00001541.step,11,6,54,108,2246051.9857660783,-0.021365979511851,0.0373684328112744,1477073.6017725663,6,25.7958984375,7
00001542.step,3,1,6,12,204838.303354832,-0.0131233595800524,0.0185592331020091,160879.6246134555,1,6.1923828125,3
00001543.step,6,3,18,36,32262.032879031016,-0.016185476815398,0.0166286769980299,7440.68263837232,3,11.556640625,5
00001544.step,12,5,62,124,1790497.5654283084,-0.0279676578889177,0.040840898210277,1342895.8239857815,5,101.3740234375,7
00001545.step,3,1,6,12,4342.57230709609,-0.0656167979002624,0.0927961655100456,3410.648041805257,1,73.3125,4
00001546.step,4,2,12,24,4916119.255483762,-0.0083661417322834,0.013378225609319,3846028.525915421,2,142.9853515625,4
00001547.step,12,0,72,144,36280959.76354827,0.0,0.0,7079211.648000008,0,29.5263671875,3
00001548.step,40,20,228,456,786579.0818064323,-0.0719734251968503,0.0775835287476608,394957.14318846335,20,154.845703125,8
00001549.step,3,1,6,12,17493.668676421097,-0.0127015043171435,0.0179626396678447,13739.494931944886,1,6.208984375,4
00001550.step,38,31,190,380,91716.22614114328,-0.1291725247883589,0.111931381502433,29743.837011144165,7,505.74609375,9
00001551.step,960,474,5724,11448,5000000.054002273,-0.0810403438210484,0.0825478294357995,2575227.8418553467,474,2729.4580078125,3
00001552.step,83,41,246,492,929.0719122377014,-0.482858073219519,0.4988463036092737,721.8373430202961,41,133.4931640625,7
00001553.step,26,14,114,228,9609.990483917216,-0.2239295273831167,0.433778258486197,2511.5497124394333,4,107.919921875,6
00001554.step,197,69,1282,2564,40255.87360208201,-0.0847004789505693,0.177986526955957,13466.548501484314,65,554.5712890625,5
00001555.step,197,69,1282,2564,59095.91587820223,-0.083999766132481,0.1782519336702928,17983.573705344603,65,554.439453125,5
00001556.step,197,69,1282,2564,88127.94649935076,-0.0834602759604894,0.1784654295326118,24212.237343510456,65,554.439453125,5
00001557.step,10,8,52,104,30016.014064280836,-0.1316945008832049,0.1477634034422529,4467.943905533682,6,66.1875,8
00001558.step,0,0,1,2,308558.1261785745,,,0.0,0,279.5126953125,1
00001559.step,12,3,56,112,1530843.70505362,-0.0020454694234793,0.0038522386449052,1110069.8642504346,2,26.4658203125,6
00001560.step,3,1,6,12,599875.3380182158,-0.0021518809856807,0.0030432192745625,471140.9837611951,1,369.9228515625,3
00001561.step,33,0,186,372,983223.8619032296,0.0,0.0,820959.7242798422,0,151.107421875,4
00001562.step,85,0,494,988,3539605.837935456,0.0,0.0,2498439.135914683,0,197.7861328125,4
00001563.step,37,33,174,348,3615.061966181296,-0.6081154519591369,0.3982814508996736,1706.3925447743768,15,100.572265625,7
00001564.step,8,0,36,72,22417503.60541846,0.0,0.0,2173309.0606535487,0,118.4599609375,1
00001565.step,41,35,186,372,949978.1791977108,-0.0556147462289313,0.0380321741797803,249376.32090822607,13,125.8662109375,8
00001566.step,10,0,48,96,168750.00232500027,0.0,0.0,46249.99999999991,0,140.2421875,3
00001567.step,14,4,72,144,89375.00131500002,-0.0285714285714285,0.0451753951452625,28036.504591506386,4,32.244140625,7
00001568.step,3,2,13,26,1188690.9580389136,0.0020527337518874,0.009663170793461,88316.80194441686,0,115.4658203125,3
00001569.step,18,4,92,184,226985.4278661708,-0.0116027570903996,0.0269306219437566,50729.13639134822,4,56.048828125,6
00001570.step,8,1,36,72,220.0000233999972,-0.03125,0.0826797284707684,185.44248081050887,1,354.2099609375,4
00001571.step,19,14,97,194,17543.028356819807,-0.1315881024942613,0.1662385768453839,1922.7646716445895,1,378.3115234375,7
00001572.step,81,24,472,944,14572.312358791192,-0.08242561165578,0.2178352117268229,1605.8152556208463,14,669.7119140625,8
00001573.step,1,1,4,8,32.768006144000395,-0.6249999999999999,0.0,-17.157284678805063,0,236.26171875,2
00001574.step,49,18,294,588,5155.841603976076,-0.0928909499003691,0.1369397266777766,1801.274890942658,11,173.4228515625,9
00001575.step,33,15,196,392,1361.423291788748,-0.1099950684397343,0.1410771832415471,687.395605097234,11,88.8779296875,9
00001576.step,16,0,80,160,17930.33414513905,0.0,0.0,4035.7582914987015,0,4319.671875,4
00001577.step,4,3,13,26,1658.768583660312,-0.0778026928392282,0.0833573491641338,1016.08187439646,0,608.8955078125,5
00001578.step,6,3,24,48,171044.68323849663,-0.0159015293212128,0.0175637393131172,49986.57915805565,0,25.5224609375,5
00001579.step,12,6,60,120,7227.000545400007,-0.0925925925925926,0.0944262872887552,7108.397124794135,6,27.98828125,8
00001580.step,30,0,168,336,696984.4702652598,0.0,0.0,64883.14810337029,0,636.60546875,4
00001581.step,10,4,48,96,6695.262176465317,-3.773370504944751e-15,0.0379240686388574,4089.3468087158058,0,79.79296875,6
00001582.step,41,6,228,456,16065.000659700008,-0.0310309489649518,0.0852422591589991,10488.466190298988,6,92.927734375,9
00001583.step,4,2,12,24,8959850.95648858,0.0001625249063262,0.0001625273789938,1154501.9538722571,0,563.1552734375,3
00001584.step,60,24,332,664,3246263365.383244,-0.0022035189896014,0.0027268577468385,26520357.73653129,24,160.95703125,8
00001585.step,122,73,658,1316,433858256.6225455,-0.006167516979569,0.0062748522446801,18532378.95950989,31,2570.1044921875,7
00001586.step,34,8,192,384,18556500.13322,-0.0018255850727387,0.0033735416798339,439372.7506765685,8,79.1982421875,8
00001587.step,3,2,12,24,8913813.901548035,-0.0007606908402183,0.0069839063812677,1922347.2499686207,0,7.455078125,4
00001588.step,5,1,20,40,402640929.2507818,0.0052680487271156,0.0105360974542312,198616728.1775444,0,66.8837890625,2
00001589.step,8,6,36,72,85609106.79812123,-0.0039100684261974,0.006818805204682,4182957.993174229,2,50.041015625,4
00001590.step,5,1,18,36,68400000.26856002,-0.0033333333333333,0.0066666666666666,35856935.37020497,1,11.05859375,3
00001591.step,6,0,24,48,367500.015260002,0.0,0.0,133425.99950730894,0,352.8642578125,1
00001592.step,16,0,80,160,263500.01103500056,0.0,0.0,242380.0,0,34.681640625,3
00001593.step,17,7,90,180,0.0180219382990941,0.1287269439764818,0.78264257613538,0.0070044532146293,0,697.3330078125,5
00001594.step,4,2,12,24,1.0000007000001396,-0.767834310614072,0.8561775309130798,0.2836464802995984,1,11.216796875,3
00001595.step,16,2,84,168,135.38202626200112,-0.0625,0.1653594569415369,104.96485953642014,2,394.3125,7
00001596.step,16,2,84,168,135.38202626200146,-0.0625,0.1653594569415369,104.96485953642008,2,36.4072265625,7
00001597.step,55,45,250,500,339140.8984784495,-0.071107338327549,0.2439968899726083,26824.78790678784,16,174.982421875,7
00001598.step,16,11,58,116,2267.839422326052,-0.2969097119179046,0.3318337547449268,691.867340062201,5,26.380859375,6
00001599.step,1,1,4,8,1190.334984268449,-0.3768759674271485,0.0,242.35815770453632,0,87.46875,2
00001600.step,29,19,109,218,16034.76043100582,-0.0733388640221756,0.0885055650612707,5860.075492652017,5,50.2421875,9
00001601.step,46,28,196,392,693009.9543793862,-0.0898719983393885,0.1499517733937334,396423.570700554,23,155.2919921875,8
00001602.step,103,71,482,964,9153367.030682594,-0.085019503991366,0.1002876043506058,3209266.8174749934,44,220.8984375,7
00001603.step,1,1,4,8,629.1010827836083,-0.1646931538137885,0.0,244.4960768884916,0,212.5419921875,2
00001604.step,79,38,385,770,1531864.8576267534,-0.0707159300410084,0.1365820831077358,1088771.3646453016,24,1585.1748046875,8
00001605.step,10,8,38,76,4800.562428807588,-0.4029064987636462,0.6241167136173403,1583.6467566549163,3,468.5126953125,4
00001606.step,18,9,62,124,200.00002165273852,-0.0974716250527176,0.098270809102303,121.05095304998426,1,801.2470703125,7
00001607.step,49,34,258,516,198737.67273683572,-0.1530682865508553,0.17328777388499,103087.033299631,24,1988.39453125,9
00001608.step,18,13,65,130,1918.2384847611247,-0.9699272384957448,1.3642404084949968,616.7804227824691,5,3359.2724609375,6
00001609.step,10,8,49,98,272660.1965191191,-0.0291456281233842,0.0274253025365775,37496.605672704645,2,392.8955078125,5
00001610.step,15,5,62,124,1765.9212128736012,-0.4366086971639962,0.8216606869530912,568.580160746626,2,13975.5185546875,5
00001611.step,6,3,18,36,867.3184813801438,-0.1213429932088273,0.1673223129900348,335.2254023751751,2,12440.1962890625,5
00001612.step,169,109,820,1640,1616507.240007163,-0.2307997176431119,0.2798836649269396,662202.1100368662,65,838.775390625,3
00001613.step,21,5,114,228,500689.29981365823,-0.0057231242425991,0.0125788460372449,410953.23306138697,5,48.1162109375,8
00001614.step,11,0,54,108,786579.07716128,0.0,0.0,458837.792,0,24.4892578125,3
00001615.step,5,1,18,36,327741.2830967681,-0.0039370078740157,0.0078740157480314,239196.3171681431,1,10.322265625,3
00001616.step,3,1,6,12,1638706.4083870803,-0.0026246719160104,0.0037118466204018,1287036.996907644,1,104.3681640625,3
00001617.step,16,6,80,160,2135591.212692661,-0.0057858383468929,0.0081988950427113,567726.0795334013,6,35.2001953125,7
00001618.step,79,56,380,760,2340126.55265062,-0.0565510084799064,0.0948617945209471,731687.1666745882,16,1026.4208984375,7
00001619.step,97,84,426,852,1418535.6470128987,-0.3016386484459115,0.233268541440965,152872.71782330886,31,8932.515625,5
00001620.step,0,0,1,2,997.6145128310714,,,0.0,0,2562.1279296875,2
00001621.step,20,6,82,164,115625.94531083918,-0.0590668774495012,0.1376926733373637,52197.66032286661,4,154.4814453125,7
00001622.step,38,27,182,364,1505336.009708853,-0.3365712970814377,0.2877786516985805,542064.437723336,17,79.06640625,6
00001623.step,18,0,96,192,6882566.902193516,0.0,0.0,3832114.9163999953,0,40.20703125,3
00001624.step,6,0,24,48,131096.51354838404,0.0,0.0,131096.512,0,13.0947265625,2
00001625.step,22,0,120,240,10618817.537032127,0.0,0.0,10110359.78446773,0,192.234375,4
00001626.step,6,0,24,48,454050.4055183015,0.0,0.0,454050.4000000008,0,351.025390625,1
00001627.step,852,0,5100,10200,82806.26371776557,0.0,0.0,62070.93707214695,0,2063.8681640625,2
00001628.step,259,178,1315,2630,310194.9795632255,-0.20588589933717,0.2299091194628357,64142.41689811337,126,635.4931640625,2
00001629.step,3,1,8,16,156.0090502253253,-0.850895900005962,1.2033485219560924,16.574253468642937,0,303.6396484375,2
00001630.step,8,6,29,58,302.65158552703593,-0.3907398188168429,0.3238274220760468,50.59578375269059,3,14.201171875,3
00001631.step,6,5,23,46,395.9899798300354,-0.4236900714964152,0.3047609895520807,86.29865927913687,2,11.1904296875,3
00001632.step,22,10,120,240,817.1918604544237,-0.1764250654011731,0.3457346992013849,431.9781289229391,10,66.4765625,7
00001633.step,39,3,216,432,149.97443162215058,-0.0081720554161499,0.0299586329610392,62.11500625164914,3,89.158203125,8
00001634.step,5,3,14,28,141.8551204206726,-0.1271696772301572,0.1062614639247093,110.64652128774487,1,9.3349609375,5
00001635.step,3,1,6,12,905.7716494912372,-0.4197901113984255,0.5936728688897657,167.05112314604423,0,744.015625,2
00001636.step,21,9,114,228,872.169892680299,-0.4106947252918007,0.758754753783661,666.8195976985742,8,52.126953125,7
00001637.step,4,3,13,26,426.64485602832445,-0.1744952870983833,0.1025892734659526,247.3140476298628,1,8.015625,4
00001638.step,5,3,14,28,46.06207920164238,-0.2115040190169217,0.1755502840370844,35.71716431845713,1,9.345703125,4
00001639.step,3,1,6,12,840.9807459235857,-0.5679652401852228,0.8032241456264345,96.38997730744268,0,405.01953125,2
00001640.step,91,43,536,1072,51619.255016122406,-0.0776556776556776,0.0826979358701918,33621.22953682098,43,223.3232421875,9
00001641.step,21,11,120,240,107540.11130644409,-0.1759155105611798,0.298966427641272,102896.12444619724,11,49.1494140625,8
00001642.step,13,5,52,104,130750.5715840677,-0.034417689943417,0.0449250628442438,67593.98676779548,5,26.0283203125,8
00001643.step,230,25,1368,2736,220000.0050238417,-0.0198156177975702,0.0572914655883105,140346.5290171883,25,544.83203125,6
00001644.step,70,44,376,752,220320.00503040012,-0.1033120151215407,0.0832661166831107,97854.76957700482,28,269.517578125,8
00001645.step,6,3,24,48,8386.775431999733,-0.041479862646384,0.0739453849897611,2703.633633328495,2,106.48046875,5
00001646.step,68,38,412,824,697680.0058152067,-0.2249146040216882,0.2086114330620463,67216.06616543532,38,160.853515625,6
00001647.step,40,6,228,456,109537.50714129952,-0.0428571428571428,0.1020204061220407,95866.81752109408,6,317.0458984375,9
00001648.step,6,0,24,48,77139.03744864627,0.0,0.0,76199.99999999994,0,2558.4619140625,2
00001649.step,25,9,146,292,99450.00158850005,-0.08,0.1127435635019184,14662.18103800817,9,58.0224609375,9
00001650.step,97,4,528,1056,28380.00111520001,-0.0137457044673539,0.066279386673491,6933.697583713869,4,473.306640625,8
00001651.step,27,15,122,244,14168.737841840357,-0.0936892945498545,0.1137051861847951,6269.218887752668,7,63.001953125,9
00001652.step,4,2,12,24,256.00005760000136,-0.0515473944086362,0.059000867026502,163.02203172409736,2,993.650390625,5
00001653.step,72,53,356,712,1432229.4060032011,-0.1187039739983004,0.0997125548846943,471633.2889940752,34,989.3837890625,7
00001654.step,671,155,3720,7440,15683127.964480309,-0.0590359253108435,0.1541195367922064,867402.5457835947,102,1575.822265625,3
00001655.step,355,189,1986,3972,65066649.02123002,-0.096474056271109,0.1624393211374113,2121031.0688445284,157,1364.486328125,3
00001656.step,58,46,324,648,580644.0452625728,-0.1937302664651795,0.1278961567464063,550600.7420015532,46,133.0556640625,7
00001657.step,32,11,174,348,12698.160336474406,-0.059514179725015,0.1091153401935897,3221.223605086137,11,72.1552734375,9
00001658.step,6,3,18,36,223.2600220820011,-0.1217362517358647,0.1300659310873602,65.97344572538564,3,212.2060546875,5
00001659.step,11,5,30,60,6677.406234188001,-0.130835918237493,0.1741854964055975,2119.4965801673407,5,18.53515625,7
00001660.step,10,5,48,96,18713243.31920601,-0.0633063700461358,0.0897227910910074,17249683.36735582,5,5407.8994140625,6
00001661.step,6,0,24,48,524386.0652903166,0.0,0.0,524386.0480000194,0,92.9931640625,1
00001662.step,305,161,957,1914,5598577.870125519,-0.0889622620370125,0.0884754699314438,4259032.6575273285,150,642.9130859375,5
00001663.step,6,0,24,48,275758.5569176785,0.0,0.0,107861.98756604848,0,35.2568359375,2
00001664.step,6,0,24,48,348781.1177743989,0.0,0.0,348781.1145069333,0,13.109375,1
00001665.step,475,419,2536,5072,55421.48877070831,-0.97620470259046,1.3547701436507131,1150.0934130068006,143,3019.623046875,2
00001666.step,8,6,28,56,675.0000630001392,-0.0473665505632681,0.0300402950439893,237.6929001705892,2,14.7919921875,5
00001667.step,8,5,26,52,1792.000096000573,-0.0558524634927053,0.0678639463510022,467.0501078306046,3,14.736328125,5
00001668.step,8,5,26,52,1280.0000832004096,-0.0422160998563416,0.0444507779087693,386.93949516398334,3,14.724609375,5
00001669.step,5,3,14,28,784.5812657103595,-0.4770788194755033,0.5195193243633245,523.9689153079232,1,2908.607421875,3
00001670.step,45,27,255,510,191.1156488467013,-0.1948269886618441,0.1671478017277354,39.28799114371781,16,235.5595703125,8
00001671.step,26,18,120,240,1925.0066664214853,-0.0684045854973684,0.080521401062728,1062.2298530105766,2,338.037109375,8
00001672.step,174,141,800,1600,397551.7558692965,-0.2504434127700959,0.1944614892658453,52625.65120505786,76,696.8662109375,4
00001673.step,17,5,92,184,245966.47589695168,-0.0208429828624363,0.0334001970862805,57705.96107040244,5,331.28125,7
00001674.step,120,77,598,1196,601401.8001937309,-0.0449718702211475,0.0844147113666555,311548.57426552504,43,613.890625,7
00001675.step,156,97,682,1364,3612885.5934115234,-0.7784204274794527,1.3678366716634212,622547.7152337665,69,381.7734375,3
00001676.step,332,219,1569,3138,5667911.080068023,-0.1373433496946496,0.1337125184172814,2018380.1972338648,145,1030.0263671875,3
00001677.step,10,8,48,96,82959.51440322005,-0.1016622922134733,0.0659853168625976,63409.19579491274,8,22.4912109375,7
00001678.step,38,32,150,300,4427924.94167347,-0.0757776450803612,0.0776741558786744,286085.1388237684,12,16532.439453125,8
00001679.step,21,15,90,180,963589.674203726,-0.0351431224217612,0.0522729239432878,45396.3448354342,14,42.1435546875,7
00001680.step,154,26,844,1688,3009821.593278204,-0.0398450403051196,0.08943929782214,2552598.963431363,24,347.5087890625,7
00001681.step,202,73,1036,2072,3535393.2891970025,-0.0678616370526881,0.1127644178338792,2716677.3322568405,28,716.80859375,6
00001682.step,52,34,328,656,53659.94103450063,-0.2364277648780535,0.5476168007597353,14860.098195264289,23,598.1357421875,7
00001683.step,26,20,104,208,42284000.10415999,-0.0179487179487179,0.0121626063852629,41277194.399759255,12,48.8203125,8
00001684.step,10,4,48,96,12204970.33202171,-0.04,0.0489897948556635,12165054.299357468,4,115.3193359375,5
00001685.step,6,0,24,48,1097400.011228006,0.0,0.0,1087245.2304639728,0,108.15625,1
00001686.step,6,0,24,48,1551240.015717607,0.0,0.0,1551240.0,0,205.0439453125,1
00001687.step,6,0,24,48,1551240.0157176063,0.0,0.0,1551240.0,0,205.02734375,1
00001688.step,6,0,24,48,985416.7571202184,0.0,0.0,975261.9774639736,0,61.130859375,1
00001689.step,6,0,24,48,985416.75712022,0.0,0.0,975261.9774639746,0,61.095703125,1
00001690.step,63,40,272,544,400221.4914599774,-0.0594634895881317,0.0733556718762853,125677.093025237,20,223.279296875,9
00001691.step,11,5,50,100,15343.81737859937,-0.0474497319727731,0.0643135169058457,12270.377339969527,5,33.0576171875,8
00001692.step,8,2,36,72,534267.4149669961,-0.0161656679085331,0.0326950070199044,495153.0590957677,2,17.912109375,4
00001693.step,28,18,150,300,1743.6143452695858,-0.0388302010321515,0.0784122055722259,605.4424927684165,5,456.310546875,9
00001694.step,14,1,68,136,55306.34223386853,-0.0128555359151534,0.0463512939156546,52806.30489532184,1,30.09375,6
00001695.step,16,2,84,168,37543.02041078484,-0.0196850393700787,0.0520817187217439,29990.144354525237,2,36.5966796875,7
00001696.step,6,0,24,48,1573.2077191275043,0.0,0.0,1573.2073051919997,0,13.2060546875,2
00001697.step,1453,585,6964,13928,6644.432674021249,-0.0284152980267068,0.0349540193953934,1573.5168786686495,578,3843.7880859375,4
00001698.step,6,0,24,48,557.1777351910299,0.0,0.0,557.1775872554998,0,13.1904296875,2
00001699.step,29,19,156,312,683.0767866159258,-0.06749813465022,0.1419462725907227,238.91048394094716,5,474.154296875,9
00001700.step,231,82,1354,2708,549.4154108961723,-0.0591394798252862,0.0896074556732068,119.471782463002,75,951.7109375,5
00001701.step,231,82,1354,2708,1867.5083508363416,-0.0385649063311417,0.0585181466988263,435.2955265841112,75,890.9765625,5
00001702.step,8,6,36,72,20739.87838306352,-0.0419100838201676,0.041398100327908,13706.493739543292,6,35.966796875,6
00001703.step,10,6,48,96,17348.727262677217,0.0360729681318953,0.1692295454336292,1914.4080437092105,0,82.998046875,5
00001704.step,8,0,36,72,2500.000145000004,0.0,0.0,1562.499999999999,0,40.306640625,2
00001705.step,5,2,12,24,1300.0000720000012,-0.0866666666666666,0.1292714628644354,306.30528372500487,2,9.2880859375,5
00001706.step,40,20,214,428,4500.000240000019,-0.3856605412962616,0.4430473292519675,3453.2692377904964,15,101.9072265625,7
00001707.step,41,29,200,400,12229.858907627908,-0.2499310564613607,0.332578300306405,3149.893067847401,8,612.2412109375,7
00001708.step,3,1,6,12,2500.0001200000024,-0.0333333333333333,0.0471404520791031,1963.4954084936207,1,10.962890625,4
00001709.step,6,4,24,48,7144.709810945944,-0.0377669576091514,0.0359516722292449,563.6580512264188,2,134.212890625,5
00001710.step,84,43,550,1100,711679.4769901502,-0.0427468832214666,0.0544489680462822,65760.5628945056,24,1354.484375,8
00001711.step,6,0,24,48,1792.000092800002,0.0,0.0,1792.0000000000002,0,850.5830078125,2
00001712.step,21,11,108,216,39407.45277246991,-0.0421146386259923,0.0696779404306142,21754.55351586116,9,49.0439453125,9
00001713.step,96,47,558,1116,146242.51294792985,-0.1118021878201187,0.165143277516256,15419.530229736169,36,439.64453125,9
00001714.step,3,1,6,12,3600.0002472000056,-0.0555555555555555,0.0785674201318386,2827.4333882308138,1,246.3232421875,4
00001716.step,8,6,28,56,38820.06804437049,-0.1703594779577581,0.1511064179704903,23185.34989933249,2,2528.7724609375,4
00001717.step,3,1,6,12,57354.72583870603,-0.0262467191601049,0.0371184662040182,45046.29489176755,1,6.197265625,4
00001718.step,4,2,12,24,32774.12864516,-0.0295236228344882,0.0326380108837137,19302.980622213443,2,8.498046875,5
